application_no,contract_ref,subcontractor,site,site_zone,period_from,period_to,application_date,application_total,retention,net_payable,adjustment,retention_released
PA-00694,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2025-09-13,2025-09-21,2025-09-26,33689.93,1684.49,32005.44,0.00,0.00
PA-00695,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-03-04,2025-03-06,2025-03-09,73793.40,3689.67,70103.73,0.00,0.00
PA-00696,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-08-29,2025-09-03,2025-09-11,155579.22,7778.96,147800.26,0.00,0.00
PA-00697,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2025-11-20,2025-11-27,2025-11-29,196906.67,9845.33,187061.34,0.00,0.00
PA-00698,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-08-20,2025-08-31,2025-09-10,185342.89,9267.14,176075.75,0.00,0.00
PA-00699,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-10-04,2025-10-17,2025-12-05,42823.05,2141.15,40681.90,0.00,0.00
PA-00700,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-02-18,2025-02-24,2025-02-27,49814.70,2490.73,47323.97,0.00,0.00
PA-00701,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2025-02-25,2025-03-14,2025-03-29,101455.36,5072.76,96382.60,0.00,0.00
PA-00702,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2026-06-07,2026-06-20,2026-07-01,126680.19,6334.00,120346.19,0.00,0.00
PA-00703,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2025-01-14,2025-01-24,2025-01-26,313442.95,15672.14,297770.81,0.00,0.00
PA-00704,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-06-08,2025-06-24,2025-06-27,153680.91,7684.04,145996.87,0.00,0.00
PA-00705,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2025-02-06,2025-02-22,2025-02-25,79409.93,3970.49,75439.44,0.00,0.00
PA-00706,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2025-07-10,2025-07-20,2025-07-26,22347.68,1117.38,21230.30,0.00,0.00
PA-00707,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-04-30,2025-05-05,2025-05-17,35989.42,1799.47,34189.95,0.00,0.00
PA-00708,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-12-20,2026-01-01,2026-02-14,213031.90,10651.59,202380.31,0.00,0.00
PA-00709,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-10-24,2025-11-10,2025-11-15,135026.85,6751.34,128275.51,0.00,0.00
PA-00710,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-05-27,2025-06-12,2025-06-18,350405.97,17520.29,332885.68,0.00,0.00
PA-00711,CW-2024-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-09-05,2025-09-21,2025-10-04,210965.21,10548.26,200416.95,0.00,0.00
PA-00712,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-08-31,2025-09-13,2025-09-23,409317.67,20465.88,388851.79,0.00,0.00
PA-00713,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-06-18,2025-06-25,2025-07-16,205337.55,10266.87,195070.68,0.00,0.00
PA-00714,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-01-07,2025-01-24,2025-01-30,68225.35,3411.26,64814.09,0.00,0.00
PA-00715,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-02-12,2026-02-26,2026-03-13,211599.12,10579.95,201019.17,0.00,0.00
PA-00716,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-06-02,2025-06-15,2025-06-21,266353.48,13317.67,253035.81,0.00,0.00
PA-00717,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2026-04-23,2026-04-29,2026-05-08,233945.91,11697.29,222248.62,0.00,0.00
PA-00718,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-01-16,2025-01-27,2025-02-15,40711.94,2035.59,38676.35,0.00,0.00
PA-00719,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-02-09,2026-02-17,2026-02-22,127999.15,6399.95,121599.20,0.00,0.00
PA-00720,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2026-05-26,2026-06-06,2026-06-16,56839.65,2841.98,53997.67,0.00,0.00
PA-00721,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-08-10,2025-08-24,2025-09-01,161349.60,8067.48,153282.12,0.00,0.00
PA-00722,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-08-17,2025-08-26,2025-09-04,438118.38,21905.91,416212.47,0.00,0.00
PA-00723,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2025-12-12,2025-12-16,2026-01-01,128877.27,6443.86,122433.41,0.00,0.00
PA-00724,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2026-07-01,2026-07-12,2026-07-29,208591.82,10429.59,198162.23,0.00,0.00
PA-00725,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-11-14,2025-11-28,2025-12-12,356123.32,17806.16,338317.16,0.00,0.00
PA-00726,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-05-16,2025-05-24,2025-06-05,131561.85,6578.09,124983.76,0.00,0.00
PA-00727,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-03-27,2025-04-01,2025-04-06,40360.34,2018.01,38342.33,0.00,0.00
PA-00728,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-02-09,2026-02-22,2026-03-06,468831.43,23441.57,445389.86,0.00,0.00
PA-00729,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-06-26,2025-07-06,2025-07-18,117874.52,5893.72,111980.80,0.00,0.00
PA-00730,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2025-07-30,2025-08-09,2025-08-22,238166.53,11908.32,226258.21,0.00,0.00
PA-00731,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-05-03,2025-05-12,2025-05-17,317311.68,15865.58,301446.10,0.00,0.00
PA-00732,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-06-01,2025-06-10,2025-06-12,184907.74,9245.38,175662.36,0.00,0.00
PA-00733,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-04-18,2025-04-26,2025-04-28,99989.70,4999.48,94990.22,0.00,0.00
PA-00734,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2026-02-02,2026-02-12,2026-02-21,221077.53,11053.87,210023.66,0.00,0.00
PA-00735,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-03-26,2025-04-05,2025-04-08,61568.79,3078.43,58490.36,0.00,0.00
PA-00736,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-10-17,2025-11-01,2025-11-14,146266.65,7313.33,138953.32,0.00,0.00
PA-00737,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-09-30,2025-10-15,2025-10-22,293497.68,14674.88,278822.80,0.00,0.00
PA-00738,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2026-07-05,2026-07-14,2026-08-04,230452.21,11522.61,218929.60,0.00,0.00
PA-00739,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-04-04,2025-04-19,2025-04-27,528513.45,26425.67,502087.78,0.00,0.00
PA-00740,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-04-07,2025-04-19,2025-05-05,320550.78,16027.53,304523.25,0.00,0.00
PA-00741,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2026-03-24,2026-04-04,2026-04-12,38890.50,1944.52,36945.98,0.00,0.00
PA-00742,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2026-06-13,2026-06-27,2026-07-01,107792.35,5389.61,102402.74,0.00,0.00
PA-00743,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-07-25,2025-08-03,2025-08-13,97503.86,4875.19,92628.67,0.00,0.00
PA-00744,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2026-01-29,2026-02-09,2026-02-20,185347.60,9267.38,176080.22,0.00,0.00
PA-00745,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-04-15,2025-04-27,2025-05-06,138854.71,6942.73,131911.98,0.00,0.00
PA-00746,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2025-08-02,2025-08-09,2025-08-11,56265.30,2813.26,53452.04,0.00,0.00
PA-00747,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-07-24,2025-07-30,2025-08-13,241785.46,12089.27,229696.19,0.00,0.00
PA-00748,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-03-30,2025-04-14,2025-05-05,291920.96,14596.04,277324.92,0.00,0.00
PA-00749,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2026-01-28,2026-02-09,2026-02-21,126173.20,6308.66,119864.54,0.00,0.00
PA-00750,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2026-04-12,2026-04-17,2026-05-08,124229.38,6211.46,118017.92,0.00,0.00
PA-00751,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2026-04-09,2026-04-23,2026-05-11,118805.81,5940.29,112865.52,0.00,0.00
PA-00752,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-11-01,2025-11-08,2025-11-23,57306.19,2865.30,54440.89,0.00,0.00
PA-00753,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-12-16,2025-12-28,2025-12-31,221968.97,11098.44,210870.53,0.00,0.00
PA-00754,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-05-17,2025-05-26,2025-06-01,217455.77,10872.78,206582.99,0.00,0.00
PA-00755,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-05-11,2026-05-17,2026-06-03,103511.10,5175.55,98335.55,0.00,0.00
PA-00756,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2026-03-17,2026-03-20,2026-03-22,29869.50,1493.47,28376.03,0.00,0.00
PA-00757,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-10-26,2025-11-01,2025-11-14,171488.52,8574.42,162914.10,0.00,0.00
PA-00758,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-03-13,2025-03-17,2025-03-28,256387.35,12819.36,243567.99,0.00,0.00
PA-00759,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2025-08-01,2025-08-11,2025-08-21,177031.44,8851.57,168179.87,0.00,0.00
PA-00760,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-11-07,2025-11-11,2025-11-23,324786.67,16239.33,308547.34,0.00,0.00
PA-00761,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-03-17,2025-03-27,2025-04-11,84513.96,4225.69,80288.27,0.00,0.00
PA-00762,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-09-11,2025-09-19,2025-09-25,98249.15,4912.45,93336.70,0.00,0.00
PA-00763,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-10-05,2025-10-19,2025-10-21,287129.18,14356.45,272772.73,0.00,0.00
PA-00764,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2026-01-13,2026-01-21,2026-02-08,6087.20,304.36,5782.84,0.00,0.00
PA-00765,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-01-25,2025-02-09,2025-03-01,237793.19,11889.65,225903.54,0.00,0.00
PA-00766,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2026-01-02,2026-01-10,2026-01-30,313278.66,15663.93,297614.73,0.00,0.00
PA-00767,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z3 Wadi Crossing,2025-12-24,2026-01-01,2026-01-04,89963.74,4498.18,85465.56,0.00,0.00
PA-00768,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-09-25,2025-10-05,2025-10-12,81520.26,4076.01,77444.25,0.00,0.00
PA-00769,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-08-03,2025-08-11,2025-08-29,376632.88,18831.64,357801.24,0.00,0.00
PA-00770,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-08-22,2025-08-30,2025-09-07,174062.01,8703.10,165358.91,0.00,0.00
PA-00771,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2026-07-02,2026-07-16,2026-08-01,132315.75,6615.78,125699.97,0.00,0.00
PA-00772,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-01-18,2025-01-24,2025-02-12,64976.08,3248.80,61727.28,0.00,0.00
PA-00773,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2025-08-27,2025-09-04,2025-09-18,14444.39,722.21,13722.18,0.00,0.00
PA-00774,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2025-06-21,2025-07-01,2025-07-14,316850.80,15842.54,301008.26,0.00,0.00
PA-00775,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2026-07-03,2026-07-10,2026-07-17,144042.59,7202.12,136840.47,0.00,0.00
PA-00776,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2026-05-25,2026-06-02,2026-06-22,168122.36,8406.11,159716.25,0.00,0.00
PA-00777,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-04-01,2025-04-13,2025-04-20,46328.40,2316.42,44011.98,0.00,0.00
PA-00778,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2025-04-26,2025-05-03,2025-05-21,42106.11,2105.30,40000.81,0.00,0.00
PA-00779,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-07-04,2025-07-13,2025-07-26,298165.43,14908.27,283257.16,0.00,0.00
PA-00780,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2026-08-06,2026-08-13,2026-09-03,112043.84,5602.19,106441.65,0.00,0.00
PA-00781,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-05-21,2026-05-27,2026-06-13,179937.29,8996.86,170940.43,0.00,0.00
PA-00782,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-08-19,2025-09-02,2025-09-13,295544.96,14777.24,280767.72,0.00,0.00
PA-00783,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-06-24,2026-07-03,2026-07-14,35356.09,1767.80,33588.29,0.00,0.00
PA-00784,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-10-14,2025-10-30,2025-11-14,233308.80,11665.44,221643.36,0.00,0.00
PA-00785,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-07-11,2025-07-19,2025-08-01,83739.98,4186.99,79552.99,0.00,0.00
PA-00786,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-03-30,2025-04-14,2025-04-28,367445.24,18372.26,349072.98,0.00,0.00
PA-00787,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z1 Compound,2025-08-12,2025-08-25,2025-09-10,180257.83,9012.89,171244.94,0.00,0.00
PA-00788,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2026-07-26,2026-08-07,2026-08-18,320819.07,16040.95,304778.12,0.00,0.00
PA-00789,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-10-22,2025-10-30,2025-11-17,194031.56,9701.57,184329.99,0.00,0.00
PA-00790,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2026-02-19,2026-03-04,2026-03-14,250683.72,12534.18,238149.54,0.00,0.00
PA-00791,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z1 Compound,2026-04-02,2026-04-20,2026-04-23,180858.39,9042.91,171815.48,0.00,0.00
PA-00792,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-01-25,2025-02-02,2025-02-10,135432.13,6771.60,128660.53,0.00,0.00
PA-00793,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-05-28,2025-06-03,2025-06-13,284062.98,14203.14,269859.84,0.00,0.00
PA-00794,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-05-11,2025-05-23,2025-05-28,374510.50,18725.52,355784.98,0.00,0.00
PA-00795,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z3 Wadi Crossing,2026-05-23,2026-05-29,2026-06-08,44574.38,2228.71,42345.67,0.00,0.00
PA-00796,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-06-19,2025-06-30,2025-07-17,424840.37,21242.01,403598.36,0.00,0.00
PA-00797,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-03-28,2025-04-02,2025-04-12,109987.14,5499.35,104487.79,0.00,0.00
PA-00798,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-02-22,2025-03-02,2025-03-22,116723.22,5836.16,110887.06,0.00,0.00
PA-00799,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2026-06-21,2026-06-28,2026-07-08,273919.13,13695.95,260223.18,0.00,0.00
PA-00800,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2026-03-24,2026-04-01,2026-04-06,136228.48,6811.42,129417.06,0.00,0.00
PA-00801,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2026-08-07,2026-08-15,2026-08-29,112149.23,5607.46,106541.77,0.00,0.00
PA-00802,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z4 Escarpment,2026-05-11,2026-05-16,2026-05-21,26070.55,1303.52,24767.03,0.00,0.00
PA-00803,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2025-07-05,2025-07-09,2025-07-12,403350.62,20167.53,383183.09,0.00,0.00
PA-00804,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-04-09,2025-04-23,2025-05-13,225483.51,11274.17,214209.34,0.00,0.00
PA-00805,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z3 Wadi Crossing,2025-08-07,2025-08-24,2025-09-09,401033.55,20051.67,380981.88,0.00,0.00
PA-00806,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z1 Compound,2026-03-07,2026-03-16,2026-03-24,261806.92,13090.34,248716.58,0.00,0.00
PA-00807,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z2 North Spur,2026-01-30,2026-02-14,2026-02-20,109811.66,5490.58,104321.08,0.00,0.00
PA-00808,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z4 Escarpment,2025-07-28,2025-08-06,2025-08-17,175305.63,8765.28,166540.35,0.00,0.00
PA-00809,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-09-23,2025-10-11,2025-10-30,261793.13,13089.65,248703.48,0.00,0.00
PA-00810,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-10-24,2025-11-01,2025-11-11,240808.31,12040.41,228767.90,0.00,0.00
PA-00811,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2026-05-17,2026-05-31,2026-06-13,140221.11,7011.05,133210.06,0.00,0.00
PA-00812,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z4 Escarpment,2025-08-14,2025-08-24,2025-09-12,181022.47,9051.12,171971.35,0.00,0.00
PA-00813,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-04-23,2025-05-07,2025-05-12,302835.55,15141.77,287693.78,0.00,0.00
PA-00814,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z1 Compound,2025-11-30,2025-12-02,2025-12-20,50792.20,2539.61,48252.59,0.00,0.00
PA-00815,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-03-15,2025-03-25,2025-04-07,257174.10,12858.70,244315.40,0.00,0.00
PA-00816,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2025-03-18,2025-04-01,2025-04-07,319310.27,15965.51,303344.76,0.00,0.00
PA-00817,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2026-08-03,2026-08-11,2026-08-27,174812.18,8740.60,166071.58,0.00,0.00
PA-00818,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2025-06-07,2025-06-15,2025-07-02,263977.56,13198.87,250778.69,0.00,0.00
PA-00819,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2026-07-25,2026-08-01,2026-08-07,209685.85,10484.29,199201.56,0.00,0.00
PA-00820,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2026-01-05,2026-01-25,2026-02-05,188186.09,9409.30,178776.79,0.00,0.00
PA-00821,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z3 Wadi Crossing,2025-10-02,2025-10-14,2025-10-29,278589.75,13929.48,264660.27,0.00,0.00
PA-00822,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-05 Compound Extension,Z2 North Spur,2026-05-07,2026-05-14,2026-06-03,84484.32,4224.21,80260.11,0.00,0.00
PA-00823,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z1 Compound,2025-11-22,2025-11-26,2025-12-07,75118.80,3755.94,71362.86,0.00,0.00
PA-00824,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-03 Access Road,Z2 North Spur,2025-01-30,2025-02-07,2025-02-27,161577.12,8078.85,153498.27,0.00,0.00
PA-00825,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2026-03-17,2026-04-06,2026-04-18,101196.63,5059.83,96136.80,0.00,0.00
PA-00826,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z4 Escarpment,2025-05-28,2025-06-06,2025-06-15,214145.51,10707.27,203438.24,0.00,0.00
PA-00827,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-01 Platform North,Z4 Escarpment,2025-05-16,2025-05-19,2025-05-31,384096.69,19204.83,364891.86,0.00,0.00
PA-00828,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2025-05-01,2025-05-09,2025-05-23,82439.75,4121.98,78317.77,0.00,0.00
PA-00829,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z3 Wadi Crossing,2026-07-04,2026-07-17,2026-07-25,383957.46,19197.87,364759.59,0.00,0.00
PA-00830,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-04 Drainage Corridor,Z2 North Spur,2025-02-26,2025-03-10,2025-03-13,119338.97,5966.94,113372.03,0.00,0.00
PA-00831,CW-2025-0417-CIV,Ridgeway Civil Engineering LLC,S-02 Platform South,Z2 North Spur,2025-04-04,2025-04-20,2025-05-03,201743.31,10087.16,191656.15,0.00,0.00
