line_ref,application_no,line_no,work_date,site,item_code,description,unit,site_zone,ground_class,quantity,rate_applied,amount,night_work,record_ref
PA-00111-13,PA-00111,13,2025-03-16,S-01 Platform North,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z4 Escarpment,G4 Weathered Rock,63,83.78,5278.14,N,
PA-00112-01,PA-00112,1,2025-10-18,S-05 Compound Extension,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z2 North Spur,G3 Cemented Fill,370,33.71,12472.70,N,
PA-00112-02,PA-00112,2,2025-10-15,S-05 Compound Extension,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z2 North Spur,G4 Weathered Rock,281,34.67,9742.27,N,
PA-00112-03,PA-00112,3,2025-10-16,S-05 Compound Extension,D.41.040,"Capping layer, 300 mm compacted",m2,Z2 North Spur,,183,31.79,5817.57,N,CT-00183
PA-00112-04,PA-00112,4,2025-10-16,S-05 Compound Extension,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z2 North Spur,,205,77.49,15885.45,N,
PA-00112-05,PA-00112,5,2025-10-08,S-05 Compound Extension,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z2 North Spur,,351,77.49,27198.99,N,
PA-00112-06,PA-00112,6,2025-10-16,S-05 Compound Extension,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z2 North Spur,,6,871.46,5228.76,N,
PA-00112-07,PA-00112,7,2025-10-19,S-05 Compound Extension,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z2 North Spur,,140,558.02,78122.80,Y,PR-00193
PA-00113-01,PA-00113,1,2025-03-03,S-05 Compound Extension,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z3 Wadi Crossing,,1,169.46,169.46,N,
PA-00113-02,PA-00113,2,2025-02-28,S-05 Compound Extension,B.21.010,"Blinding concrete, C15/20, thickness 75 mm",m2,Z3 Wadi Crossing,,692,33.89,23451.88,N,
PA-00113-03,PA-00113,3,2025-02-28,S-05 Compound Extension,A.14.010,"Imported granular fill, placed and compacted",m3,Z3 Wadi Crossing,,112,60.91,6821.92,N,CT-00022
PA-00113-04,PA-00113,4,2025-03-01,S-05 Compound Extension,A.12.060,Trimming of formation to level and gradient,m2,Z3 Wadi Crossing,,849,7.90,6707.10,N,
PA-00113-05,PA-00113,5,2025-03-04,S-05 Compound Extension,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z3 Wadi Crossing,,696,48.78,33950.88,N,
PA-00113-06,PA-00113,6,2025-03-02,S-05 Compound Extension,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z3 Wadi Crossing,,2,169.46,338.92,N,
PA-00113-07,PA-00113,7,2025-02-28,S-05 Compound Extension,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z3 Wadi Crossing,,260,74.20,19292.00,N,
PA-00113-08,PA-00113,8,2025-02-27,S-05 Compound Extension,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z3 Wadi Crossing,,844,4.41,3722.04,N,
PA-00113-09,PA-00113,9,2025-03-01,S-05 Compound Extension,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z3 Wadi Crossing,,628,4.41,2769.48,N,
PA-00113-10,PA-00113,10,2025-02-28,S-05 Compound Extension,B.27.010,"Movement joint, 20 mm, sealed both faces",lm,Z3 Wadi Crossing,,70,102.48,7173.60,N,
PA-00113-11,PA-00113,11,2025-03-03,S-05 Compound Extension,E.53.010,Attendance on statutory undertaker,day,Z3 Wadi Crossing,,1,389.00,389.00,N,
PA-00114-01,PA-00114,1,2025-10-26,S-01 Platform North,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z2 North Spur,,1,1615.44,1615.44,N,DW-00056
PA-00114-02,PA-00114,2,2025-10-21,S-01 Platform North,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z2 North Spur,G3 Cemented Fill,284,226.84,64422.56,N,PT-00143
PA-00114-03,PA-00114,3,2025-10-20,S-01 Platform North,A.14.020,Backfilling to trenches with selected arisings,m3,Z2 North Spur,G5 Sound Rock,120,23.74,2848.80,N,
PA-00114-04,PA-00114,4,2025-10-25,S-01 Platform North,B.23.010,"High-yield reinforcement bar, cut, bent and fixed",tonne,Z2 North Spur,,7,4433.98,31037.86,N,JS-00176
PA-00114-05,PA-00114,5,2025-10-25,S-01 Platform North,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z2 North Spur,,170,15.48,2631.60,N,
PA-00114-06,PA-00114,6,2025-10-23,S-01 Platform North,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z2 North Spur,,192,6.78,1301.76,N,
PA-00114-07,PA-00114,7,2025-10-16,S-01 Platform North,A.11.020,"Removal of existing hardstanding, broken out",m2,Z2 North Spur,G5 Sound Rock,100,13.14,1314.00,N,
PA-00114-08,PA-00114,8,2025-10-24,S-01 Platform North,D.44.010,"Road stud, reflective, bedded in resin",no.,Z2 North Spur,,1,33.71,33.71,N,
PA-00114-09,PA-00114,9,2025-10-19,S-01 Platform North,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z2 North Spur,,48,313.76,15060.48,N,
PA-00114-10,PA-00114,10,2025-10-22,S-01 Platform North,C.35.010,CCTV survey of completed drainage run,lm,Z2 North Spur,,325,9.96,3237.00,N,CV-00057
PA-00115-01,PA-00115,1,2025-09-26,S-02 Platform South,D.41.040,"Capping layer, 300 mm compacted",m2,Z4 Escarpment,,343,38.39,13167.77,N,CT-00167
PA-00115-02,PA-00115,2,2025-10-08,S-02 Platform South,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z4 Escarpment,,35,573.44,20070.40,N,PR-00184
PA-00115-03,PA-00115,3,2025-09-26,S-02 Platform South,B.22.010,"Formwork to vertical faces, basic finish",m2,Z4 Escarpment,,549,88.68,48685.32,N,
PA-00115-04,PA-00115,4,2025-09-30,S-02 Platform South,B.23.020,"Mesh reinforcement, A393, laid and lapped",m2,Z4 Escarpment,,343,184.22,63187.46,N,JS-00154
PA-00115-05,PA-00115,5,2025-09-25,S-02 Platform South,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z4 Escarpment,G4 Weathered Rock,300,121.80,36540.00,N,DX-00120
PA-00115-06,PA-00115,6,2025-10-02,S-02 Platform South,C.35.010,CCTV survey of completed drainage run,lm,Z4 Escarpment,,207,12.03,2490.21,N,CV-00055
PA-00115-07,PA-00115,7,2025-10-08,S-02 Platform South,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z4 Escarpment,,4,189.44,757.76,N,
PA-00115-08,PA-00115,8,2025-09-27,S-02 Platform South,E.51.020,"Traffic management, two-way signals, per day",day,Z4 Escarpment,,1,684.00,684.00,N,
PA-00116-01,PA-00116,1,2025-09-04,S-04 Drainage Corridor,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z2 North Spur,G4 Weathered Rock,299,311.91,93261.09,N,PT-00121
PA-00116-02,PA-00116,2,2025-09-07,S-04 Drainage Corridor,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z2 North Spur,,1,1615.44,1615.44,N,DW-00045
PA-00116-03,PA-00116,3,2025-09-01,S-04 Drainage Corridor,C.31.040,"Concrete surround to pipe, Class A bedding",lm,Z2 North Spur,,236,77.49,18287.64,N,
PA-00116-04,PA-00116,4,2025-09-08,S-04 Drainage Corridor,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z2 North Spur,G1 Loose Sand,2,1853.30,3706.60,N,
PA-00116-05,PA-00116,5,2025-08-30,S-04 Drainage Corridor,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z2 North Spur,,312,71.44,22289.28,N,
PA-00116-06,PA-00116,6,2025-09-08,S-04 Drainage Corridor,B.21.040,"Reinforced concrete to walls, C32/40",m3,Z2 North Spur,,178,474.88,84528.64,N,PR-00166
PA-00116-07,PA-00116,7,2025-09-05,S-04 Drainage Corridor,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z2 North Spur,,1,1615.44,1615.44,N,DW-00045
PA-00116-08,PA-00116,8,2025-09-04,S-04 Drainage Corridor,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z2 North Spur,,4,156.88,627.52,N,
PA-00116-09,PA-00116,9,2025-09-07,S-04 Drainage Corridor,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z2 North Spur,,6,1680.52,10083.12,N,
PA-00116-10,PA-00116,10,2025-09-02,S-04 Drainage Corridor,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z2 North Spur,,139,558.02,77564.78,Y,PR-00162
PA-00116-11,PA-00116,11,2025-09-01,S-04 Drainage Corridor,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z2 North Spur,,637,233.73,148886.01,N,
PA-00116-12,PA-00116,12,2025-09-06,S-04 Drainage Corridor,B.21.020,"Reinforced concrete to foundations, C32/40",m3,Z2 North Spur,,140,617.48,86447.20,N,PR-00165
PA-00117-01,PA-00117,1,2025-07-15,S-02 Platform South,C.34.010,"Headwall to outfall, precast, bedded",no.,Z3 Wadi Crossing,,2,1104.93,2209.86,N,
PA-00117-02,PA-00117,2,2025-07-08,S-02 Platform South,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z3 Wadi Crossing,,773,105.11,81250.03,N,
PA-00117-03,PA-00117,3,2025-07-13,S-02 Platform South,C.35.010,CCTV survey of completed drainage run,lm,Z3 Wadi Crossing,,240,10.76,2582.40,N,CV-00039
PA-00117-04,PA-00117,4,2025-07-14,S-02 Platform South,A.12.060,Trimming of formation to level and gradient,m2,Z3 Wadi Crossing,,159,7.90,1256.10,N,
PA-00117-05,PA-00117,5,2025-07-19,S-02 Platform South,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z3 Wadi Crossing,G3 Cemented Fill,263,70.28,18483.64,N,
PA-00117-06,PA-00117,6,2025-07-12,S-02 Platform South,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z3 Wadi Crossing,,379,81.52,30896.08,N,
PA-00117-07,PA-00117,7,2025-07-15,S-02 Platform South,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z3 Wadi Crossing,,216,81.52,17608.32,N,
PA-00117-08,PA-00117,8,2025-07-24,S-02 Platform South,A.13.010,Disposal of excavated material off site,m3,Z3 Wadi Crossing,,22,20.34,447.48,N,
PA-00117-09,PA-00117,9,2025-07-25,S-02 Platform South,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z3 Wadi Crossing,G3 Cemented Fill,213,41.95,8935.35,N,
PA-00117-10,PA-00117,10,2025-07-16,S-02 Platform South,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z3 Wadi Crossing,,205,81.52,16711.60,N,
PA-00117-11,PA-00117,11,2025-07-10,S-02 Platform South,A.12.050,Excavation for manholes and chambers,m3,Z3 Wadi Crossing,G4 Weathered Rock,94,82.50,7755.00,N,
PA-00117-12,PA-00117,12,2025-07-23,S-02 Platform South,A.15.020,"Earthwork support to trenches, depth exceeding 2 m",m2,Z3 Wadi Crossing,G3 Cemented Fill,390,63.48,24757.20,N,
PA-00118-01,PA-00118,1,2026-02-16,S-05 Compound Extension,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z2 North Spur,,253,6.78,1715.34,N,
PA-00118-02,PA-00118,2,2026-02-22,S-05 Compound Extension,C.35.010,CCTV survey of completed drainage run,lm,Z2 North Spur,,119,9.96,1185.24,N,CV-00091
PA-00118-03,PA-00118,3,2026-02-20,S-05 Compound Extension,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z2 North Spur,,625,4.08,2550.00,N,
PA-00118-04,PA-00118,4,2026-02-19,S-05 Compound Extension,A.11.020,"Removal of existing hardstanding, broken out",m2,Z2 North Spur,G1 Loose Sand,618,13.14,8120.52,N,
PA-00118-05,PA-00118,5,2026-02-19,S-05 Compound Extension,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z2 North Spur,,384,313.76,120483.84,N,
PA-00118-06,PA-00118,6,2026-02-18,S-05 Compound Extension,D.42.020,"Precast concrete channel, bedded and haunched",lm,Z2 North Spur,,190,68.69,13051.10,N,
PA-00118-07,PA-00118,7,2026-02-22,S-05 Compound Extension,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z2 North Spur,G2 Firm Sabkha,354,58.09,20563.86,N,
PA-00118-08,PA-00118,8,2026-02-17,S-05 Compound Extension,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z2 North Spur,,354,71.44,25289.76,N,
PA-00119-01,PA-00119,1,2025-10-14,S-03 Access Road,C.34.010,"Headwall to outfall, precast, bedded",no.,Z2 North Spur,,8,1022.90,8183.20,N,
PA-00119-02,PA-00119,2,2025-10-28,S-03 Access Road,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z2 North Spur,,842,56.45,47530.90,Y,
PA-00119-03,PA-00119,3,2025-10-17,S-03 Access Road,A.11.020,"Removal of existing hardstanding, broken out",m2,Z2 North Spur,G1 Loose Sand,205,13.14,2693.70,N,
PA-00119-04,PA-00119,4,2025-10-24,S-03 Access Road,D.42.030,"Edging to footway, flat top, bedded",lm,Z2 North Spur,,376,41.76,15701.76,N,
PA-00119-05,PA-00119,5,2025-10-26,S-03 Access Road,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z2 North Spur,,3,871.46,2614.38,N,
PA-00119-06,PA-00119,6,2025-10-20,S-03 Access Road,A.13.010,Disposal of excavated material off site,m3,Z2 North Spur,,357,18.83,6722.31,N,
PA-00119-07,PA-00119,7,2025-10-21,S-03 Access Road,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z2 North Spur,G3 Cemented Fill,715,33.71,24102.65,N,
PA-00120-01,PA-00120,1,2025-07-09,S-05 Compound Extension,D.41.030,"Stone mastic asphalt surface course, 40 mm",m2,Z2 North Spur,,643,124.02,79744.86,Y,
PA-00120-02,PA-00120,2,2025-07-11,S-05 Compound Extension,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z2 North Spur,G5 Sound Rock,370,54.94,20327.80,N,
PA-00120-03,PA-00120,3,2025-07-06,S-05 Compound Extension,B.21.010,"Blinding concrete, C15/20, thickness 75 mm",m2,Z2 North Spur,,687,31.38,21558.06,N,
PA-00120-04,PA-00120,4,2025-07-13,S-05 Compound Extension,A.12.060,Trimming of formation to level and gradient,m2,Z2 North Spur,,433,8.83,3823.39,N,
PA-00120-05,PA-00120,5,2025-07-02,S-05 Compound Extension,A.14.020,Backfilling to trenches with selected arisings,m3,Z2 North Spur,G5 Sound Rock,397,38.70,15363.90,N,
PA-00121-01,PA-00121,1,2025-02-12,S-05 Compound Extension,A.11.020,"Removal of existing hardstanding, broken out",m2,Z3 Wadi Crossing,G3 Cemented Fill,261,15.90,4149.90,N,
PA-00121-02,PA-00121,2,2025-02-09,S-05 Compound Extension,C.35.010,CCTV survey of completed drainage run,lm,Z3 Wadi Crossing,,130,10.76,1398.80,N,CV-00007
PA-00121-03,PA-00121,3,2025-02-15,S-05 Compound Extension,A.14.030,"Geotextile separation membrane, laid and lapped",m2,Z3 Wadi Crossing,,662,16.72,11068.64,N,
PA-00121-04,PA-00121,4,2025-02-14,S-05 Compound Extension,E.54.010,"Temporary haul road, maintained, per week",week,Z3 Wadi Crossing,,1,876.00,876.00,N,
PA-00121-05,PA-00121,5,2025-02-10,S-05 Compound Extension,A.11.020,"Removal of existing hardstanding, broken out",m2,Z3 Wadi Crossing,G1 Loose Sand,483,13.35,6448.05,N,
PA-00122-01,PA-00122,1,2025-11-29,S-05 Compound Extension,A.15.010,"Earthwork support to trenches, depth to 2 m",m2,Z4 Escarpment,G4 Weathered Rock,542,40.70,22059.40,N,
PA-00122-02,PA-00122,2,2025-11-18,S-05 Compound Extension,B.25.010,Cast-in sockets and holding-down bolt assemblies,no.,Z4 Escarpment,,4,1052.88,4211.52,N,
PA-00122-03,PA-00122,3,2025-11-22,S-05 Compound Extension,B.22.020,"Formwork to soffits, propped, height to 3.5 m",m2,Z4 Escarpment,,238,117.50,27965.00,N,
PA-00122-04,PA-00122,4,2025-11-17,S-05 Compound Extension,A.12.050,Excavation for manholes and chambers,m3,Z4 Escarpment,G5 Sound Rock,236,67.07,15828.52,N,
PA-00122-05,PA-00122,5,2025-11-19,S-05 Compound Extension,D.41.040,"Capping layer, 300 mm compacted",m2,Z4 Escarpment,,356,38.39,13666.84,N,CT-00200
PA-00122-06,PA-00122,6,2025-12-04,S-05 Compound Extension,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z4 Escarpment,,409,49.22,20130.98,N,CT-00214
PA-00122-07,PA-00122,7,2025-11-17,S-05 Compound Extension,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z4 Escarpment,G4 Weathered Rock,49,60.93,2985.57,N,DX-00148
PA-00122-08,PA-00122,8,2025-11-20,S-05 Compound Extension,A.12.040,"Excavation in trench, depth exceeding 4 m",m3,Z4 Escarpment,G5 Sound Rock,414,88.58,36672.12,N,DX-00149
PA-00122-09,PA-00122,9,2025-11-26,S-05 Compound Extension,C.31.030,"uPVC drainage pipe, 150 mm, laid and jointed",lm,Z4 Escarpment,G2 Firm Sabkha,231,70.14,16202.34,N,
PA-00122-10,PA-00122,10,2025-11-30,S-05 Compound Extension,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z4 Escarpment,G4 Weathered Rock,169,60.93,10297.17,Y,DX-00158
PA-00122-11,PA-00122,11,2025-11-25,S-05 Compound Extension,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z4 Escarpment,,226,282.24,63786.24,N,
PA-00122-12,PA-00122,12,2025-12-03,S-05 Compound Extension,D.41.010,"Sub-base, Type 1 granular, 250 mm compacted",m2,Z4 Escarpment,,364,49.22,17916.08,N,CT-00212
PA-00122-13,PA-00122,13,2025-11-20,S-05 Compound Extension,A.12.050,Excavation for manholes and chambers,m3,Z4 Escarpment,G3 Cemented Fill,398,67.07,26693.86,N,
PA-00123-01,PA-00123,1,2026-06-18,S-03 Access Road,A.12.030,"Excavation in trench, depth 2 m to 4 m",m3,Z2 North Spur,G2 Firm Sabkha,260,50.46,13119.60,N,DX-00241
PA-00123-02,PA-00123,2,2026-06-14,S-03 Access Road,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z2 North Spur,,588,45.16,26554.08,N,
PA-00123-03,PA-00123,3,2026-06-19,S-03 Access Road,E.53.010,Attendance on statutory undertaker,day,Z2 North Spur,,1,389.00,389.00,N,
PA-00123-04,PA-00123,4,2026-06-20,S-03 Access Road,E.53.010,Attendance on statutory undertaker,day,Z2 North Spur,,1,389.00,389.00,N,
PA-00123-05,PA-00123,5,2026-06-12,S-03 Access Road,C.32.020,Gully pot and connection to carrier drain,no.,Z2 North Spur,,5,304.22,1521.10,N,
PA-00123-06,PA-00123,6,2026-06-19,S-03 Access Road,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z2 North Spur,,219,71.44,15645.36,N,
PA-00123-07,PA-00123,7,2026-06-13,S-03 Access Road,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z2 North Spur,G4 Weathered Rock,4,1934.80,7739.20,N,
PA-00123-08,PA-00123,8,2026-06-18,S-03 Access Road,D.43.020,"Road marking, thermoplastic, hatched area",m2,Z2 North Spur,,288,45.16,13006.08,N,
PA-00124-01,PA-00124,1,2025-06-10,S-05 Compound Extension,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z4 Escarpment,G5 Sound Rock,237,68.25,16175.25,N,
PA-00124-02,PA-00124,2,2025-06-14,S-05 Compound Extension,A.11.010,"Site clearance, vegetation and topsoil strip",m2,Z4 Escarpment,,202,4.93,995.86,N,
PA-00124-03,PA-00124,3,2025-06-09,S-05 Compound Extension,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z4 Escarpment,,3,2032.03,6096.09,N,
PA-00124-04,PA-00124,4,2025-06-12,S-05 Compound Extension,D.41.040,"Capping layer, 300 mm compacted",m2,Z4 Escarpment,,247,38.39,9482.33,N,CT-00091
PA-00124-05,PA-00124,5,2025-06-11,S-05 Compound Extension,C.32.040,"Manhole cover and frame, Class D400, bedded",no.,Z4 Escarpment,,8,2032.03,16256.24,N,
PA-00124-06,PA-00124,6,2025-06-13,S-05 Compound Extension,D.42.010,"Precast concrete kerb, bedded and haunched",lm,Z4 Escarpment,,196,91.14,17863.44,N,
PA-00124-07,PA-00124,7,2025-06-14,S-05 Compound Extension,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z4 Escarpment,G2 Firm Sabkha,153,273.92,41909.76,N,PT-00078
PA-00124-08,PA-00124,8,2025-06-15,S-05 Compound Extension,B.26.010,"Surface treatment, power float to slabs",m2,Z4 Escarpment,,638,22.02,14048.76,N,
PA-00124-09,PA-00124,9,2025-06-13,S-05 Compound Extension,A.13.030,Double handling of stockpiled material,m3,Z4 Escarpment,,82,12.54,1028.28,N,
PA-00124-10,PA-00124,10,2025-06-12,S-05 Compound Extension,E.51.020,"Traffic management, two-way signals, per day",day,Z4 Escarpment,,1,684.00,684.00,N,
PA-00125-01,PA-00125,1,2025-04-29,S-02 Platform South,D.41.050,Bitumen tack coat between courses,m2,Z2 North Spur,,460,6.57,3022.20,N,
PA-00125-02,PA-00125,2,2025-04-24,S-02 Platform South,A.12.050,Excavation for manholes and chambers,m3,Z2 North Spur,G4 Weathered Rock,102,76.37,7789.74,N,
PA-00125-03,PA-00125,3,2025-04-17,S-02 Platform South,C.32.010,"Precast manhole, 1200 mm diameter, depth to 3 m",no.,Z2 North Spur,G1 Loose Sand,3,1853.30,5559.90,N,
PA-00125-04,PA-00125,4,2025-04-25,S-02 Platform South,A.13.010,Disposal of excavated material off site,m3,Z2 North Spur,,407,18.83,7663.81,N,
PA-00125-05,PA-00125,5,2025-04-17,S-02 Platform South,E.54.010,"Temporary haul road, maintained, per week",week,Z2 North Spur,,1,876.00,876.00,N,
PA-00125-06,PA-00125,6,2025-04-27,S-02 Platform South,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z2 North Spur,,1,156.88,156.88,N,
PA-00126-01,PA-00126,1,2025-05-12,S-04 Drainage Corridor,C.34.010,"Headwall to outfall, precast, bedded",no.,Z2 North Spur,,2,1022.90,2045.80,N,
PA-00126-02,PA-00126,2,2025-05-11,S-04 Drainage Corridor,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z2 North Spur,,304,313.76,95383.04,N,
PA-00126-03,PA-00126,3,2025-05-01,S-04 Drainage Corridor,A.13.020,"Retention of excavated material on site, stockpiled",m3,Z2 North Spur,,245,6.78,1661.10,N,
PA-00126-04,PA-00126,4,2025-05-03,S-04 Drainage Corridor,B.23.020,"Mesh reinforcement, A393, laid and lapped",m2,Z2 North Spur,,840,152.72,128284.80,N,JS-00064
PA-00126-05,PA-00126,5,2025-05-10,S-04 Drainage Corridor,B.24.010,"Waterstop to construction joints, 230 mm",lm,Z2 North Spur,,37,71.44,2643.28,N,
PA-00126-06,PA-00126,6,2025-05-02,S-04 Drainage Corridor,E.52.010,"Joint survey and setting out, chainage band",no.,Z2 North Spur,,6,478.00,2868.00,N,JS-00062
PA-00126-07,PA-00126,7,2025-05-04,S-04 Drainage Corridor,B.21.050,"Mass concrete fill to voids, C20/25",m3,Z2 North Spur,,252,313.76,79067.52,N,
PA-00126-08,PA-00126,8,2025-05-02,S-04 Drainage Corridor,C.31.020,"Ductile iron pipe, 400 mm, laid and jointed",lm,Z2 North Spur,G3 Cemented Fill,160,254.06,40649.60,N,PT-00047
PA-00126-09,PA-00126,9,2025-05-01,S-04 Drainage Corridor,A.11.020,"Removal of existing hardstanding, broken out",m2,Z2 North Spur,G3 Cemented Fill,812,14.72,11952.64,N,
PA-00127-01,PA-00127,1,2025-02-14,S-03 Access Road,A.16.010,"Dewatering by wellpoint, per week in operation",week,Z1 Compound,,1,1480.00,1480.00,N,DW-00005
PA-00127-02,PA-00127,2,2025-02-12,S-03 Access Road,A.12.020,"Excavation in trench, depth not exceeding 2 m",m3,Z1 Compound,G5 Sound Rock,137,56.72,7770.64,N,
PA-00127-03,PA-00127,3,2025-02-13,S-03 Access Road,D.41.020,"Dense bitumen macadam binder course, 60 mm",m2,Z1 Compound,,76,63.50,4826.00,N,
PA-00127-04,PA-00127,4,2025-02-25,S-03 Access Road,A.11.030,"Grubbing up tree roots, girth exceeding 600 mm",no.,Z1 Compound,,3,148.00,444.00,N,
PA-00127-05,PA-00127,5,2025-02-17,S-03 Access Road,A.12.050,Excavation for manholes and chambers,m3,Z1 Compound,G1 Loose Sand,404,49.26,19901.04,N,
