invoice_no,contract_ref,contractor,well_name,rig,field,well_class,period_start,period_end,invoice_date,net_amount,vat_amount,invoice_total,adjustment
MDS-00593,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-181,NG-Rig 41,Harran,Standard,31-Jul-2025,03-Aug-2025,20-Aug-2025,509073.48,76361.02,585434.50,0.00
MDS-00594,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-199,NG-Rig 44,Burqan Deep,Standard,31-Jul-2025,05-Aug-2025,27-Aug-2025,129651.97,19447.80,149099.77,0.00
MDS-00595,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-039,NG-Rig 17,Wadi Sahm,Extended Reach,01-Aug-2025,03-Aug-2025,19-Aug-2025,75104.76,11265.71,86370.47,0.00
MDS-00596,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-057,NG-Rig 21,Burqan Deep,Standard,01-Aug-2025,04-Aug-2025,19-Aug-2025,167982.38,25197.36,193179.74,0.00
MDS-00597,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,01-Aug-2025,05-Aug-2025,08-Aug-2025,109576.66,16436.50,126013.16,0.00
MDS-00598,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-005,NG-Rig 11,Qarn Alam North,Standard,02-Aug-2025,03-Aug-2025,14-Aug-2025,58122.13,8718.32,66840.45,0.00
MDS-00599,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-022,NG-Rig 14,Wadi Sahm,Standard,02-Aug-2025,04-Aug-2025,30-Aug-2025,130231.03,19534.65,149765.68,0.00
MDS-00600,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-075,NG-Rig 23,Qarn Alam North,Extended Reach,03-Aug-2025,08-Aug-2025,19-Aug-2025,218026.40,32703.96,250730.36,0.00
MDS-00601,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-111,NG-Rig 30,Qarn Alam North,Standard,03-Aug-2025,07-Aug-2025,01-Sep-2025,108382.32,16257.35,124639.67,0.00
MDS-00602,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-093,NG-Rig 26,Qarn Alam North,Extended Reach,03-Aug-2025,05-Aug-2025,03-Sep-2025,53881.56,8082.23,61963.79,0.00
MDS-00603,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-039,NG-Rig 17,Wadi Sahm,Extended Reach,04-Aug-2025,06-Aug-2025,27-Aug-2025,69867.51,10480.13,80347.64,0.00
MDS-00604,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,04-Aug-2025,08-Aug-2025,27-Aug-2025,112551.91,16882.79,129434.70,0.00
MDS-00605,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-057,NG-Rig 21,Burqan Deep,Standard,05-Aug-2025,10-Aug-2025,07-Sep-2025,228939.94,34340.99,263280.93,0.00
MDS-00606,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-146,NG-Rig 35,Wadi Sahm,Extended Reach,05-Aug-2025,07-Aug-2025,15-Aug-2025,114392.17,17158.83,131551.00,0.00
MDS-00607,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-128,NG-Rig 32,Qarn Alam North,Standard,05-Aug-2025,08-Aug-2025,03-Sep-2025,88632.81,13294.92,101927.73,0.00
MDS-00608,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,06-Aug-2025,09-Aug-2025,16-Aug-2025,67508.87,10126.33,77635.20,0.00
MDS-00609,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-093,NG-Rig 26,Qarn Alam North,Extended Reach,06-Aug-2025,08-Aug-2025,22-Aug-2025,78911.98,11836.80,90748.78,0.00
MDS-00610,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-199,NG-Rig 44,Burqan Deep,Standard,06-Aug-2025,11-Aug-2025,05-Sep-2025,445735.33,66860.30,512595.63,0.00
MDS-00611,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-039,NG-Rig 17,Wadi Sahm,Extended Reach,07-Aug-2025,11-Aug-2025,25-Aug-2025,107643.99,16146.60,123790.59,0.00
MDS-00612,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-146,NG-Rig 35,Wadi Sahm,Extended Reach,08-Aug-2025,11-Aug-2025,27-Aug-2025,470837.94,70625.69,541463.63,0.00
MDS-00613,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-111,NG-Rig 30,Qarn Alam North,Standard,08-Aug-2025,13-Aug-2025,18-Aug-2025,146051.74,21907.76,167959.50,0.00
MDS-00614,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,08-Aug-2025,13-Aug-2025,23-Aug-2025,121540.84,18231.13,139771.97,0.00
MDS-00615,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,09-Aug-2025,12-Aug-2025,21-Aug-2025,101108.00,15166.20,116274.20,0.00
MDS-00616,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-075,NG-Rig 23,Qarn Alam North,Extended Reach,09-Aug-2025,11-Aug-2025,20-Aug-2025,105649.35,15847.40,121496.75,0.00
MDS-00617,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,09-Aug-2025,12-Aug-2025,09-Sep-2025,68652.17,10297.83,78950.00,0.00
MDS-00618,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,09-Aug-2025,12-Aug-2025,20-Aug-2025,96891.72,14533.76,111425.48,0.00
MDS-00619,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-093,NG-Rig 26,Qarn Alam North,Extended Reach,09-Aug-2025,12-Aug-2025,16-Aug-2025,109332.88,16399.93,125732.81,0.00
MDS-00620,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,10-Aug-2025,15-Aug-2025,23-Aug-2025,119736.35,17960.45,137696.80,0.00
MDS-00621,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-057,NG-Rig 21,Burqan Deep,Standard,11-Aug-2025,14-Aug-2025,27-Aug-2025,131875.89,19781.38,151657.27,0.00
MDS-00622,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-039,NG-Rig 17,Wadi Sahm,Extended Reach,12-Aug-2025,15-Aug-2025,29-Aug-2025,57799.95,8669.99,66469.94,0.00
MDS-00623,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-075,NG-Rig 23,Qarn Alam North,Extended Reach,12-Aug-2025,13-Aug-2025,22-Aug-2025,98839.48,14825.92,113665.40,0.00
MDS-00624,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-146,NG-Rig 35,Wadi Sahm,Extended Reach,12-Aug-2025,14-Aug-2025,06-Sep-2025,116683.03,17502.45,134185.48,0.00
MDS-00625,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-129,NG-Rig 32,Wadi Sahm,Standard,12-Aug-2025,17-Aug-2025,28-Aug-2025,121805.39,18270.81,140076.20,0.00
MDS-00626,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-199,NG-Rig 44,Burqan Deep,Standard,12-Aug-2025,16-Aug-2025,10-Sep-2025,136240.04,20436.01,156676.05,0.00
MDS-00627,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,13-Aug-2025,18-Aug-2025,23-Aug-2025,101300.47,15195.07,116495.54,0.00
MDS-00628,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,13-Aug-2025,15-Aug-2025,29-Aug-2025,91768.18,13765.23,105533.41,0.00
MDS-00629,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,13-Aug-2025,17-Aug-2025,05-Sep-2025,70630.37,10594.56,81224.93,0.00
MDS-00630,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-093,NG-Rig 26,Qarn Alam North,Extended Reach,13-Aug-2025,17-Aug-2025,01-Sep-2025,167301.61,25095.24,192396.85,0.00
MDS-00631,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-111,NG-Rig 30,Qarn Alam North,Standard,14-Aug-2025,17-Aug-2025,09-Sep-2025,106830.75,16024.61,122855.36,0.00
MDS-00632,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,14-Aug-2025,18-Aug-2025,10-Sep-2025,104582.75,15687.41,120270.16,0.00
MDS-00633,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-057,NG-Rig 21,Burqan Deep,Standard,15-Aug-2025,19-Aug-2025,17-Sep-2025,195020.53,29253.08,224273.61,0.00
MDS-00634,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-146,NG-Rig 35,Wadi Sahm,Extended Reach,15-Aug-2025,19-Aug-2025,29-Aug-2025,174060.19,26109.03,200169.22,0.00
MDS-00635,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-039,NG-Rig 17,Wadi Sahm,Extended Reach,16-Aug-2025,19-Aug-2025,02-Sep-2025,89583.59,13437.54,103021.13,0.00
MDS-00636,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,16-Aug-2025,20-Aug-2025,15-Sep-2025,110451.96,16567.79,127019.75,0.00
MDS-00637,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,16-Aug-2025,21-Aug-2025,04-Sep-2025,217382.25,32607.34,249989.59,0.00
MDS-00638,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-199,NG-Rig 44,Burqan Deep,Standard,17-Aug-2025,20-Aug-2025,04-Sep-2025,181837.88,27275.68,209113.56,0.00
MDS-00639,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,18-Aug-2025,23-Aug-2025,01-Sep-2025,586841.60,88026.24,674867.84,0.00
MDS-00640,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-129,NG-Rig 32,Wadi Sahm,Standard,18-Aug-2025,20-Aug-2025,03-Sep-2025,50185.86,7527.88,57713.74,0.00
MDS-00641,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,19-Aug-2025,22-Aug-2025,15-Sep-2025,99674.51,14951.18,114625.69,0.00
MDS-00642,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-076,NG-Rig 23,Qarn Alam North,Standard,19-Aug-2025,24-Aug-2025,20-Sep-2025,126168.59,18925.29,145093.88,0.00
MDS-00643,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-094,NG-Rig 26,Harran,Extended Reach,19-Aug-2025,24-Aug-2025,10-Sep-2025,128028.38,19204.26,147232.64,0.00
MDS-00644,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,19-Aug-2025,24-Aug-2025,09-Sep-2025,196356.57,29453.49,225810.06,0.00
MDS-00645,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-057,NG-Rig 21,Burqan Deep,Standard,20-Aug-2025,23-Aug-2025,21-Aug-2025,95642.73,14346.41,109989.14,0.00
MDS-00646,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,21-Aug-2025,23-Aug-2025,15-Sep-2025,53349.55,8002.43,61351.98,0.00
MDS-00647,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-112,NG-Rig 30,Harran,HPHT,21-Aug-2025,25-Aug-2025,17-Sep-2025,111790.51,16768.58,128559.09,0.00
MDS-00648,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-129,NG-Rig 32,Wadi Sahm,Standard,21-Aug-2025,26-Aug-2025,03-Sep-2025,114553.17,17182.98,131736.15,0.00
MDS-00649,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-199,NG-Rig 44,Burqan Deep,Standard,21-Aug-2025,26-Aug-2025,16-Sep-2025,223037.29,33455.59,256492.88,0.00
MDS-00650,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,22-Aug-2025,25-Aug-2025,11-Sep-2025,145833.14,21874.97,167708.11,0.00
MDS-00651,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,23-Aug-2025,26-Aug-2025,04-Sep-2025,115921.03,17388.15,133309.18,0.00
MDS-00652,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-057,NG-Rig 21,Burqan Deep,Standard,24-Aug-2025,28-Aug-2025,15-Sep-2025,75261.00,11289.15,86550.15,0.00
MDS-00653,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,24-Aug-2025,29-Aug-2025,16-Sep-2025,169069.66,25360.45,194430.11,0.00
MDS-00654,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,24-Aug-2025,28-Aug-2025,05-Sep-2025,201777.91,30266.69,232044.60,0.00
MDS-00655,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-040,NG-Rig 17,Wadi Sahm,Standard,25-Aug-2025,30-Aug-2025,20-Sep-2025,125394.84,18809.23,144204.07,0.00
MDS-00656,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-076,NG-Rig 23,Qarn Alam North,Standard,25-Aug-2025,30-Aug-2025,26-Sep-2025,106457.32,15968.60,122425.92,0.00
MDS-00657,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-094,NG-Rig 26,Harran,Extended Reach,25-Aug-2025,29-Aug-2025,27-Sep-2025,85800.10,12870.02,98670.12,0.00
MDS-00658,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-147,NG-Rig 35,Qarn Alam North,HPHT,25-Aug-2025,28-Aug-2025,22-Sep-2025,101519.47,15227.92,116747.39,0.00
MDS-00659,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,25-Aug-2025,28-Aug-2025,02-Sep-2025,136171.66,20425.75,156597.41,0.00
MDS-00660,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-112,NG-Rig 30,Harran,HPHT,26-Aug-2025,29-Aug-2025,21-Sep-2025,67991.81,10198.77,78190.58,0.00
MDS-00661,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,26-Aug-2025,31-Aug-2025,15-Sep-2025,224345.25,33651.79,257997.04,0.00
MDS-00662,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,27-Aug-2025,31-Aug-2025,24-Sep-2025,113304.26,16995.64,130299.90,0.00
MDS-00663,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-129,NG-Rig 32,Wadi Sahm,Standard,27-Aug-2025,01-Sep-2025,04-Sep-2025,121901.19,18285.18,140186.37,0.00
MDS-00664,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-199,NG-Rig 44,Burqan Deep,Standard,27-Aug-2025,30-Aug-2025,25-Sep-2025,169116.21,25367.43,194483.64,0.00
MDS-00665,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-057,NG-Rig 21,Burqan Deep,Standard,29-Aug-2025,30-Aug-2025,17-Sep-2025,58227.50,8734.12,66961.62,0.00
MDS-00666,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,29-Aug-2025,03-Sep-2025,01-Oct-2025,234462.89,35169.43,269632.32,0.00
MDS-00667,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-147,NG-Rig 35,Qarn Alam North,HPHT,29-Aug-2025,01-Sep-2025,29-Sep-2025,69123.98,10368.60,79492.58,0.00
MDS-00668,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,29-Aug-2025,02-Sep-2025,21-Sep-2025,183228.69,27484.30,210712.99,0.00
MDS-00669,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,30-Aug-2025,02-Sep-2025,02-Oct-2025,97688.46,14653.27,112341.73,0.00
MDS-00670,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-112,NG-Rig 30,Harran,HPHT,30-Aug-2025,02-Sep-2025,22-Sep-2025,92038.51,13805.78,105844.29,0.00
MDS-00671,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-094,NG-Rig 26,Harran,Extended Reach,30-Aug-2025,04-Sep-2025,07-Sep-2025,202840.12,30426.02,233266.14,0.00
MDS-00672,DSS-2025-118,Meridian Downhole Services Ltd,NGP-BD-040,NG-Rig 17,Wadi Sahm,Standard,31-Aug-2025,02-Sep-2025,15-Sep-2025,41732.84,6259.93,47992.77,0.00
MDS-00673,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-076,NG-Rig 23,Qarn Alam North,Standard,31-Aug-2025,02-Sep-2025,07-Sep-2025,97941.25,14691.19,112632.44,0.00
MDS-00674,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-199,NG-Rig 44,Burqan Deep,Standard,31-Aug-2025,31-Aug-2025,10-Sep-2025,49258.77,7388.82,56647.59,0.00
MDS-00675,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,01-Sep-2025,03-Sep-2025,10-Sep-2025,72097.94,10814.69,82912.63,0.00
MDS-00676,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,01-Sep-2025,03-Sep-2025,21-Sep-2025,133785.99,20067.90,153853.89,0.00
MDS-00677,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-129,NG-Rig 32,Wadi Sahm,Standard,02-Sep-2025,05-Sep-2025,05-Oct-2025,103999.75,15599.96,119599.71,0.00
MDS-00678,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-147,NG-Rig 35,Qarn Alam North,HPHT,02-Sep-2025,07-Sep-2025,19-Sep-2025,138657.32,20798.60,159455.92,0.00
MDS-00679,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-040,NG-Rig 17,Wadi Sahm,Standard,03-Sep-2025,07-Sep-2025,01-Oct-2025,118330.94,17749.64,136080.58,0.00
MDS-00680,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-164,NG-Rig 38,Wadi Sahm,Extended Reach,03-Sep-2025,04-Sep-2025,21-Sep-2025,74298.42,11144.76,85443.18,0.00
MDS-00681,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-076,NG-Rig 23,Qarn Alam North,Standard,03-Sep-2025,08-Sep-2025,12-Sep-2025,186180.19,27927.03,214107.22,0.00
MDS-00682,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-112,NG-Rig 30,Harran,HPHT,03-Sep-2025,07-Sep-2025,30-Sep-2025,179916.42,26987.46,206903.88,0.00
MDS-00683,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-058,NG-Rig 21,Qarn Alam North,Standard,03-Sep-2025,06-Sep-2025,29-Sep-2025,96420.89,14463.13,110884.02,0.00
MDS-00684,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,03-Sep-2025,08-Sep-2025,14-Sep-2025,229976.22,34496.43,264472.65,0.00
MDS-00685,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,04-Sep-2025,08-Sep-2025,18-Sep-2025,101917.94,15287.69,117205.63,0.00
MDS-00686,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-216,NG-Rig 47,Harran,Extended Reach,04-Sep-2025,06-Sep-2025,23-Sep-2025,119928.06,17989.21,137917.27,0.00
MDS-00687,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,04-Sep-2025,08-Sep-2025,02-Oct-2025,202589.94,30388.49,232978.43,0.00
MDS-00688,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-200,NG-Rig 44,Qarn Alam North,Standard,05-Sep-2025,08-Sep-2025,17-Sep-2025,88453.13,13267.97,101721.10,0.00
MDS-00689,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-094,NG-Rig 26,Harran,Extended Reach,05-Sep-2025,08-Sep-2025,11-Sep-2025,149303.60,22395.54,171699.14,0.00
MDS-00690,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-129,NG-Rig 32,Wadi Sahm,Standard,06-Sep-2025,11-Sep-2025,20-Sep-2025,172264.40,25839.66,198104.06,0.00
MDS-00691,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-058,NG-Rig 21,Qarn Alam North,Standard,07-Sep-2025,09-Sep-2025,21-Sep-2025,50165.01,7524.75,57689.76,0.00
MDS-00692,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-040,NG-Rig 17,Wadi Sahm,Standard,08-Sep-2025,10-Sep-2025,02-Oct-2025,102433.92,15365.09,117799.01,0.00
MDS-00693,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-165,NG-Rig 38,Burqan Deep,Standard,08-Sep-2025,11-Sep-2025,20-Sep-2025,95362.69,14304.40,109667.09,0.00
MDS-00694,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-112,NG-Rig 30,Harran,HPHT,08-Sep-2025,11-Sep-2025,19-Sep-2025,166585.09,24987.76,191572.85,0.00
MDS-00695,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-147,NG-Rig 35,Qarn Alam North,HPHT,08-Sep-2025,12-Sep-2025,11-Oct-2025,159647.46,23947.12,183594.58,0.00
MDS-00696,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,09-Sep-2025,14-Sep-2025,06-Oct-2025,117704.70,17655.70,135360.40,0.00
MDS-00697,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-076,NG-Rig 23,Qarn Alam North,Standard,09-Sep-2025,11-Sep-2025,24-Sep-2025,108554.66,16283.20,124837.86,0.00
MDS-00698,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,09-Sep-2025,11-Sep-2025,09-Oct-2025,96773.39,14516.01,111289.40,0.00
MDS-00699,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-200,NG-Rig 44,Qarn Alam North,Standard,09-Sep-2025,11-Sep-2025,17-Sep-2025,45479.17,6821.88,52301.05,0.00
MDS-00700,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-094,NG-Rig 26,Harran,Extended Reach,09-Sep-2025,14-Sep-2025,28-Sep-2025,244637.33,36695.60,281332.93,0.00
MDS-00701,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,09-Sep-2025,13-Sep-2025,21-Sep-2025,182536.32,27380.45,209916.77,0.00
MDS-00702,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-058,NG-Rig 21,Qarn Alam North,Standard,10-Sep-2025,13-Sep-2025,09-Oct-2025,88950.20,13342.53,102292.73,0.00
MDS-00703,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-040,NG-Rig 17,Wadi Sahm,Standard,11-Sep-2025,14-Sep-2025,24-Sep-2025,470721.64,70608.25,541329.89,0.00
MDS-00704,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-217,NG-Rig 47,Burqan Deep,Standard,11-Sep-2025,14-Sep-2025,02-Oct-2025,93209.26,13981.39,107190.65,0.00
MDS-00705,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-165,NG-Rig 38,Burqan Deep,Standard,12-Sep-2025,14-Sep-2025,17-Sep-2025,47718.86,7157.83,54876.69,0.00
MDS-00706,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-076,NG-Rig 23,Qarn Alam North,Standard,12-Sep-2025,15-Sep-2025,05-Oct-2025,178053.67,26708.05,204761.72,0.00
MDS-00707,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-112,NG-Rig 30,Harran,HPHT,12-Sep-2025,15-Sep-2025,27-Sep-2025,167864.38,25179.66,193044.04,0.00
MDS-00708,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-023,NG-Rig 14,Harran,HPHT,12-Sep-2025,17-Sep-2025,26-Sep-2025,283845.04,42576.76,326421.80,0.00
MDS-00709,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-129,NG-Rig 32,Wadi Sahm,Standard,12-Sep-2025,17-Sep-2025,24-Sep-2025,109287.02,16393.05,125680.07,0.00
MDS-00710,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-200,NG-Rig 44,Qarn Alam North,Standard,12-Sep-2025,14-Sep-2025,27-Sep-2025,46416.01,6962.40,53378.41,0.00
MDS-00711,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-147,NG-Rig 35,Qarn Alam North,HPHT,13-Sep-2025,15-Sep-2025,26-Sep-2025,91439.51,13715.93,105155.44,0.00
MDS-00712,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-058,NG-Rig 21,Qarn Alam North,Standard,14-Sep-2025,19-Sep-2025,08-Oct-2025,205800.89,30870.13,236671.02,0.00
MDS-00713,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-182,NG-Rig 41,Qarn Alam North,Standard,14-Sep-2025,14-Sep-2025,27-Sep-2025,48940.42,7341.06,56281.48,0.00
MDS-00714,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-040,NG-Rig 17,Wadi Sahm,Standard,15-Sep-2025,18-Sep-2025,29-Sep-2025,99753.06,14962.96,114716.02,0.00
MDS-00715,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-165,NG-Rig 38,Burqan Deep,Standard,15-Sep-2025,17-Sep-2025,05-Oct-2025,42826.56,6423.98,49250.54,0.00
MDS-00716,DDS-2025-118,Meridian Downhole Services Ltd,NGP-BD-217,NG-Rig 47,Burqan Deep,Standard,15-Sep-2025,20-Sep-2025,28-Sep-2025,99057.27,14858.59,113915.86,0.00
MDS-00717,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-006,NG-Rig 11,Wadi Sahm,Standard,15-Sep-2025,16-Sep-2025,26-Sep-2025,58079.40,8711.91,66791.31,0.00
MDS-00718,DDS-2025-118,Meridian Downhole Services Ltd,NGP-QA-200,NG-Rig 44,Qarn Alam North,Standard,15-Sep-2025,19-Sep-2025,25-Sep-2025,96055.77,14408.37,110464.14,0.00
MDS-00719,DDS-2025-118,Meridian Downhole Services Ltd,NGP-WS-094,NG-Rig 26,Harran,Extended Reach,15-Sep-2025,19-Sep-2025,16-Oct-2025,215216.59,32282.49,247499.08,0.00
MDS-00720,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-076,NG-Rig 23,Qarn Alam North,Standard,16-Sep-2025,18-Sep-2025,26-Sep-2025,58048.28,8707.24,66755.52,0.00
MDS-00721,DDS-2025-118,Meridian Downhole Services Ltd,NGP-HA-112,NG-Rig 30,Harran,HPHT,16-Sep-2025,21-Sep-2025,25-Sep-2025,249474.86,37421.23,286896.09,0.00
