line_ref,invoice_no,line_no,service_date,well_name,service_code,description,unit,hole_section,day_status,depth_from_m,depth_to_m,quantity,unit_rate,amount,report_ref
MDS-00352-011,MDS-00352,11,05-May-2025,NGP-QA-144,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,2364,2491,127,58.15,7385.05,DDR-144-20250505
MDS-00352-012,MDS-00352,12,05-May-2025,NGP-QA-144,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-144-20250505
MDS-00352-013,MDS-00352,13,05-May-2025,NGP-QA-144,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-144-20250505
MDS-00352-014,MDS-00352,14,06-May-2025,NGP-QA-144,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1847.35,3694.70,DDR-144-20250506
MDS-00352-015,MDS-00352,15,06-May-2025,NGP-QA-144,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-144-20250506
MDS-00352-016,MDS-00352,16,06-May-2025,NGP-QA-144,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,16,384.15,6146.40,DDR-144-20250506
MDS-00352-017,MDS-00352,17,06-May-2025,NGP-QA-144,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,556.38,556.38,DDR-144-20250506
MDS-00352-018,MDS-00352,18,06-May-2025,NGP-QA-144,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-144-20250506
MDS-00352-019,MDS-00352,19,06-May-2025,NGP-QA-144,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1646.55,3293.10,DDR-144-20250506
MDS-00352-020,MDS-00352,20,06-May-2025,NGP-QA-144,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2315.47,2315.47,DDR-144-20250506
MDS-00352-021,MDS-00352,21,06-May-2025,NGP-QA-144,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-144-20250506
MDS-00352-022,MDS-00352,22,06-May-2025,NGP-QA-144,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-144-20250506
MDS-00352-023,MDS-00352,23,06-May-2025,NGP-QA-144,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-144-20250506
MDS-00352-024,MDS-00352,24,06-May-2025,NGP-QA-144,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,2491,2661,170,58.15,9885.50,DDR-144-20250506
MDS-00352-025,MDS-00352,25,06-May-2025,NGP-QA-144,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-144-20250506
MDS-00352-026,MDS-00352,26,06-May-2025,NGP-QA-144,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-144-20250506
MDS-00352-027,MDS-00352,27,07-May-2025,NGP-QA-144,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1847.35,3694.70,DDR-144-20250507
MDS-00352-028,MDS-00352,28,07-May-2025,NGP-QA-144,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-144-20250507
MDS-00352-029,MDS-00352,29,07-May-2025,NGP-QA-144,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,16,384.15,6146.40,DDR-144-20250507
MDS-00352-030,MDS-00352,30,07-May-2025,NGP-QA-144,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,556.38,556.38,DDR-144-20250507
MDS-00352-031,MDS-00352,31,07-May-2025,NGP-QA-144,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-144-20250507
MDS-00352-032,MDS-00352,32,07-May-2025,NGP-QA-144,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1646.55,3293.10,DDR-144-20250507
MDS-00352-033,MDS-00352,33,07-May-2025,NGP-QA-144,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2315.47,2315.47,DDR-144-20250507
MDS-00352-034,MDS-00352,34,07-May-2025,NGP-QA-144,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-144-20250507
MDS-00352-035,MDS-00352,35,07-May-2025,NGP-QA-144,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-144-20250507
MDS-00352-036,MDS-00352,36,07-May-2025,NGP-QA-144,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-144-20250507
MDS-00352-037,MDS-00352,37,07-May-2025,NGP-QA-144,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,2661,2801,140,58.15,8141.00,DDR-144-20250507
MDS-00352-038,MDS-00352,38,07-May-2025,NGP-QA-144,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-144-20250507
MDS-00352-039,MDS-00352,39,07-May-2025,NGP-QA-144,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-144-20250507
MDS-00352-040,MDS-00352,40,08-May-2025,NGP-QA-144,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1847.35,3694.70,DDR-144-20250508
MDS-00352-041,MDS-00352,41,08-May-2025,NGP-QA-144,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-144-20250508
MDS-00352-042,MDS-00352,42,08-May-2025,NGP-QA-144,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,20,384.15,7683.00,DDR-144-20250508
MDS-00352-043,MDS-00352,43,08-May-2025,NGP-QA-144,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,556.38,556.38,DDR-144-20250508
MDS-00352-044,MDS-00352,44,08-May-2025,NGP-QA-144,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-144-20250508
MDS-00352-045,MDS-00352,45,08-May-2025,NGP-QA-144,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1646.55,3293.10,DDR-144-20250508
MDS-00352-046,MDS-00352,46,08-May-2025,NGP-QA-144,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2315.47,2315.47,DDR-144-20250508
MDS-00352-047,MDS-00352,47,08-May-2025,NGP-QA-144,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-144-20250508
MDS-00352-048,MDS-00352,48,08-May-2025,NGP-QA-144,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-144-20250508
MDS-00352-049,MDS-00352,49,08-May-2025,NGP-QA-144,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-144-20250508
MDS-00352-050,MDS-00352,50,08-May-2025,NGP-QA-144,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,2801,2925,124,58.15,7210.60,DDR-144-20250508
MDS-00352-051,MDS-00352,51,08-May-2025,NGP-QA-144,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-144-20250508
MDS-00352-052,MDS-00352,52,08-May-2025,NGP-QA-144,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-144-20250508
MDS-00352-053,MDS-00352,53,09-May-2025,NGP-QA-144,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Operating,,,2,1847.35,3694.70,DDR-144-20250509
MDS-00352-054,MDS-00352,54,09-May-2025,NGP-QA-144,DD-102,"Directional coordinator, office based",day,"12-1/4""",Operating,,,1,948.60,948.60,DDR-144-20250509
MDS-00352-055,MDS-00352,55,09-May-2025,NGP-QA-144,DD-120,"Rotary steerable system, circulating",hour,"12-1/4""",Operating,,,20,384.15,7683.00,DDR-144-20250509
MDS-00352-056,MDS-00352,56,09-May-2025,NGP-QA-144,HC-620,Drilling jar rental,day,"12-1/4""",Operating,,,1,556.38,556.38,DDR-144-20250509
MDS-00352-057,MDS-00352,57,09-May-2025,NGP-QA-144,HC-640,Cuttings bed monitoring,day,"12-1/4""",Operating,,,1,719.55,719.55,DDR-144-20250509
MDS-00352-058,MDS-00352,58,09-May-2025,NGP-QA-144,MW-301,MWD engineer,person-day,"12-1/4""",Operating,,,2,1646.55,3293.10,DDR-144-20250509
MDS-00352-059,MDS-00352,59,09-May-2025,NGP-QA-144,MW-310,MWD directional and gamma tool,day,"12-1/4""",Operating,,,1,2315.47,2315.47,DDR-144-20250509
MDS-00352-060,MDS-00352,60,09-May-2025,NGP-QA-144,MW-320,Pressure while drilling module,day,"12-1/4""",Operating,,,1,779.65,779.65,DDR-144-20250509
MDS-00352-061,MDS-00352,61,09-May-2025,NGP-QA-144,MW-330,Real-time data transmission,day,"12-1/4""",Operating,,,1,309.75,309.75,DDR-144-20250509
MDS-00352-062,MDS-00352,62,09-May-2025,NGP-QA-144,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Operating,,,1,2094.85,2094.85,DDR-144-20250509
MDS-00352-063,MDS-00352,63,09-May-2025,NGP-QA-144,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,2925,3000,75,58.15,4361.25,DDR-144-20250509
MDS-00352-064,MDS-00352,64,09-May-2025,NGP-QA-144,PD-210,Performance drilling footage,metre,"12-1/4""",Operating,3000,3065,65,76.45,4969.25,DDR-144-20250509
MDS-00352-065,MDS-00352,65,09-May-2025,NGP-QA-144,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Operating,,,1,1148.35,1148.35,DDR-144-20250509
MDS-00352-066,MDS-00352,66,09-May-2025,NGP-QA-144,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Operating,,,1,639.15,639.15,DDR-144-20250509
MDS-00352-067,MDS-00352,67,10-May-2025,NGP-QA-144,DD-101,"Directional driller, 24-hour coverage",person-day,"12-1/4""",Standby,,,2,1477.88,2955.76,DDR-144-20250510
MDS-00352-068,MDS-00352,68,10-May-2025,NGP-QA-144,DD-102,"Directional coordinator, office based",day,"12-1/4""",Standby,,,1,948.60,948.60,DDR-144-20250510
MDS-00352-069,MDS-00352,69,10-May-2025,NGP-QA-144,DD-121,Rotary steerable system on standby,day,"12-1/4""",Standby,,,1,2893.65,2893.65,DDR-144-20250510
MDS-00352-070,MDS-00352,70,10-May-2025,NGP-QA-144,HC-620,Drilling jar rental,day,"12-1/4""",Standby,,,1,278.19,278.19,DDR-144-20250510
MDS-00352-071,MDS-00352,71,10-May-2025,NGP-QA-144,MW-301,MWD engineer,person-day,"12-1/4""",Standby,,,2,1317.24,2634.48,DDR-144-20250510
MDS-00352-072,MDS-00352,72,10-May-2025,NGP-QA-144,MW-310,MWD directional and gamma tool,day,"12-1/4""",Standby,,,1,1157.74,1157.74,DDR-144-20250510
MDS-00352-073,MDS-00352,73,10-May-2025,NGP-QA-144,MW-320,Pressure while drilling module,day,"12-1/4""",Standby,,,1,389.82,389.82,DDR-144-20250510
MDS-00352-074,MDS-00352,74,10-May-2025,NGP-QA-144,MW-330,Real-time data transmission,day,"12-1/4""",Standby,,,1,309.75,309.75,DDR-144-20250510
MDS-00352-075,MDS-00352,75,10-May-2025,NGP-QA-144,PD-201,Drilling optimisation engineer,person-day,"12-1/4""",Standby,,,1,1675.88,1675.88,DDR-144-20250510
MDS-00352-076,MDS-00352,76,10-May-2025,NGP-QA-144,PD-220,Downhole vibration mitigation tool,day,"12-1/4""",Standby,,,1,574.18,574.18,DDR-144-20250510
MDS-00352-077,MDS-00352,77,10-May-2025,NGP-QA-144,PD-230,Drilling dynamics memory sub,day,"12-1/4""",Standby,,,1,319.58,319.58,DDR-144-20250510
MDS-00353-001,MDS-00353,1,06-May-2025,NGP-HA-108,DD-101,"Directional driller, 24-hour coverage",person-day,"8-1/2""",Operating,,,2,1847.35,3694.70,DDR-108-20250506
MDS-00353-002,MDS-00353,2,06-May-2025,NGP-HA-108,DD-102,"Directional coordinator, office based",day,"8-1/2""",Operating,,,1,948.60,948.60,DDR-108-20250506
MDS-00353-003,MDS-00353,3,06-May-2025,NGP-HA-108,DD-120,"Rotary steerable system, circulating",hour,"8-1/2""",Operating,,,12,363.02,4356.24,DDR-108-20250506
MDS-00353-004,MDS-00353,4,06-May-2025,NGP-HA-108,HC-610,Wiper trip supervision,trip,"8-1/2""",Operating,,,1,1947.15,1947.15,DDR-108-20250506
MDS-00353-005,MDS-00353,5,06-May-2025,NGP-HA-108,HC-620,Drilling jar rental,day,"8-1/2""",Operating,,,1,556.38,556.38,DDR-108-20250506
MDS-00353-006,MDS-00353,6,06-May-2025,NGP-HA-108,HC-630,Casing drift and clean-out run,run,"8-1/2""",Operating,,,1,4295.85,4295.85,DDR-108-20250506
MDS-00353-007,MDS-00353,7,06-May-2025,NGP-HA-108,LW-401,LWD engineer,person-day,"8-1/2""",Operating,,,1,1898.45,1898.45,DDR-108-20250506
MDS-00353-008,MDS-00353,8,06-May-2025,NGP-HA-108,LW-430,LWD data processing and final log,well,"8-1/2""",Operating,,,1,8394.75,8394.75,DDR-108-20250506
MDS-00353-009,MDS-00353,9,06-May-2025,NGP-HA-108,MB-702,Demobilisation from rig site,well,"8-1/2""",Operating,,,1,14196.25,14196.25,DDR-108-20250506
MDS-00353-010,MDS-00353,10,06-May-2025,NGP-HA-108,MW-301,MWD engineer,person-day,"8-1/2""",Operating,,,2,1646.55,3293.10,DDR-108-20250506
MDS-00353-011,MDS-00353,11,06-May-2025,NGP-HA-108,MW-310,MWD directional and gamma tool,day,"8-1/2""",Operating,,,1,2188.12,2188.12,DDR-108-20250506
MDS-00353-012,MDS-00353,12,06-May-2025,NGP-HA-108,MW-320,Pressure while drilling module,day,"8-1/2""",Operating,,,1,779.65,779.65,DDR-108-20250506
MDS-00353-013,MDS-00353,13,06-May-2025,NGP-HA-108,MW-330,Real-time data transmission,day,"8-1/2""",Operating,,,1,309.75,309.75,DDR-108-20250506
MDS-00353-014,MDS-00353,14,06-May-2025,NGP-HA-108,RM-530,Back-reaming while tripping,hour,"8-1/2""",Operating,,,4,264.55,1058.20,DDR-108-20250506
MDS-00354-001,MDS-00354,1,06-May-2025,NGP-HA-180,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-180-20250506
MDS-00354-002,MDS-00354,2,06-May-2025,NGP-HA-180,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-180-20250506
MDS-00354-003,MDS-00354,3,06-May-2025,NGP-HA-180,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-180-20250506
MDS-00354-004,MDS-00354,4,06-May-2025,NGP-HA-180,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-180-20250506
MDS-00354-005,MDS-00354,5,06-May-2025,NGP-HA-180,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,556.38,556.38,DDR-180-20250506
MDS-00354-006,MDS-00354,6,06-May-2025,NGP-HA-180,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-180-20250506
MDS-00354-007,MDS-00354,7,06-May-2025,NGP-HA-180,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3115.17,3115.17,DDR-180-20250506
MDS-00354-008,MDS-00354,8,06-May-2025,NGP-HA-180,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-180-20250506
MDS-00354-009,MDS-00354,9,06-May-2025,NGP-HA-180,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-180-20250506
MDS-00354-010,MDS-00354,10,07-May-2025,NGP-HA-180,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-180-20250507
MDS-00354-011,MDS-00354,11,07-May-2025,NGP-HA-180,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-180-20250507
MDS-00354-012,MDS-00354,12,07-May-2025,NGP-HA-180,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-180-20250507
MDS-00354-013,MDS-00354,13,07-May-2025,NGP-HA-180,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-180-20250507
MDS-00354-014,MDS-00354,14,07-May-2025,NGP-HA-180,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,556.38,556.38,DDR-180-20250507
MDS-00354-015,MDS-00354,15,07-May-2025,NGP-HA-180,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-180-20250507
MDS-00354-016,MDS-00354,16,07-May-2025,NGP-HA-180,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3115.17,3115.17,DDR-180-20250507
MDS-00354-017,MDS-00354,17,07-May-2025,NGP-HA-180,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-180-20250507
MDS-00354-018,MDS-00354,18,07-May-2025,NGP-HA-180,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-180-20250507
MDS-00354-019,MDS-00354,19,08-May-2025,NGP-HA-180,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-180-20250508
MDS-00354-020,MDS-00354,20,08-May-2025,NGP-HA-180,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-180-20250508
MDS-00354-021,MDS-00354,21,08-May-2025,NGP-HA-180,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-180-20250508
MDS-00354-022,MDS-00354,22,08-May-2025,NGP-HA-180,DD-130,Gyro survey,survey,"17-1/2""",Operating,,,1,2446.15,2446.15,DDR-180-20250508
MDS-00354-023,MDS-00354,23,08-May-2025,NGP-HA-180,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-180-20250508
MDS-00354-024,MDS-00354,24,08-May-2025,NGP-HA-180,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,556.38,556.38,DDR-180-20250508
MDS-00354-025,MDS-00354,25,08-May-2025,NGP-HA-180,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-180-20250508
MDS-00354-026,MDS-00354,26,08-May-2025,NGP-HA-180,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3115.17,3115.17,DDR-180-20250508
MDS-00354-027,MDS-00354,27,08-May-2025,NGP-HA-180,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-180-20250508
MDS-00354-028,MDS-00354,28,08-May-2025,NGP-HA-180,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-180-20250508
MDS-00354-029,MDS-00354,29,09-May-2025,NGP-HA-180,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-180-20250509
MDS-00354-030,MDS-00354,30,09-May-2025,NGP-HA-180,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-180-20250509
MDS-00354-031,MDS-00354,31,09-May-2025,NGP-HA-180,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-180-20250509
MDS-00354-032,MDS-00354,32,09-May-2025,NGP-HA-180,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-180-20250509
MDS-00354-033,MDS-00354,33,09-May-2025,NGP-HA-180,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,556.38,556.38,DDR-180-20250509
MDS-00354-034,MDS-00354,34,09-May-2025,NGP-HA-180,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-180-20250509
MDS-00354-035,MDS-00354,35,09-May-2025,NGP-HA-180,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3115.17,3115.17,DDR-180-20250509
MDS-00354-036,MDS-00354,36,09-May-2025,NGP-HA-180,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-180-20250509
MDS-00354-037,MDS-00354,37,09-May-2025,NGP-HA-180,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-180-20250509
MDS-00354-038,MDS-00354,38,10-May-2025,NGP-HA-180,DD-101,"Directional driller, 24-hour coverage",person-day,"17-1/2""",Operating,,,2,1847.35,3694.70,DDR-180-20250510
MDS-00354-039,MDS-00354,39,10-May-2025,NGP-HA-180,DD-102,"Directional coordinator, office based",day,"17-1/2""",Operating,,,1,948.60,948.60,DDR-180-20250510
MDS-00354-040,MDS-00354,40,10-May-2025,NGP-HA-180,DD-110,Positive displacement motor rental,day,"17-1/2""",Operating,,,1,1623.32,1623.32,DDR-180-20250510
MDS-00354-041,MDS-00354,41,10-May-2025,NGP-HA-180,HC-601,Hole cleaning circulating sub,day,"17-1/2""",Operating,,,1,689.35,689.35,DDR-180-20250510
MDS-00354-042,MDS-00354,42,10-May-2025,NGP-HA-180,HC-620,Drilling jar rental,day,"17-1/2""",Operating,,,1,556.38,556.38,DDR-180-20250510
MDS-00354-043,MDS-00354,43,10-May-2025,NGP-HA-180,MW-301,MWD engineer,person-day,"17-1/2""",Operating,,,2,1646.55,3293.10,DDR-180-20250510
MDS-00354-044,MDS-00354,44,10-May-2025,NGP-HA-180,MW-310,MWD directional and gamma tool,day,"17-1/2""",Operating,,,1,3115.17,3115.17,DDR-180-20250510
MDS-00354-045,MDS-00354,45,10-May-2025,NGP-HA-180,MW-330,Real-time data transmission,day,"17-1/2""",Operating,,,1,309.75,309.75,DDR-180-20250510
MDS-00354-046,MDS-00354,46,10-May-2025,NGP-HA-180,RM-520,Roller reamer and stabiliser rental,day,"17-1/2""",Operating,,,1,419.85,419.85,DDR-180-20250510
MDS-00355-001,MDS-00355,1,08-May-2025,NGP-BD-037,DD-101,"Directional driller, 24-hour coverage",person-day,"6""",Operating,,,2,1847.35,3694.70,DDR-037-20250508
MDS-00355-002,MDS-00355,2,08-May-2025,NGP-BD-037,DD-102,"Directional coordinator, office based",day,"6""",Operating,,,1,948.60,948.60,DDR-037-20250508
MDS-00355-003,MDS-00355,3,08-May-2025,NGP-BD-037,DD-110,Positive displacement motor rental,day,"6""",Operating,,,1,1254.71,1254.71,DDR-037-20250508
MDS-00355-004,MDS-00355,4,08-May-2025,NGP-BD-037,HC-620,Drilling jar rental,day,"6""",Operating,,,1,556.38,556.38,DDR-037-20250508
MDS-00355-005,MDS-00355,5,08-May-2025,NGP-BD-037,LW-401,LWD engineer,person-day,"6""",Operating,,,1,1898.45,1898.45,DDR-037-20250508
MDS-00355-006,MDS-00355,6,08-May-2025,NGP-BD-037,LW-410,"LWD resistivity, logged",metre,"6""",Operating,,,86,11.37,977.82,DDR-037-20250508
MDS-00355-007,MDS-00355,7,08-May-2025,NGP-BD-037,MW-301,MWD engineer,person-day,"6""",Operating,,,2,1646.55,3293.10,DDR-037-20250508
MDS-00355-008,MDS-00355,8,08-May-2025,NGP-BD-037,MW-310,MWD directional and gamma tool,day,"6""",Operating,,,1,2049.19,2049.19,DDR-037-20250508
MDS-00355-009,MDS-00355,9,08-May-2025,NGP-BD-037,MW-330,Real-time data transmission,day,"6""",Operating,,,1,309.75,309.75,DDR-037-20250508
MDS-00355-010,MDS-00355,10,09-May-2025,NGP-BD-037,DD-101,"Directional driller, 24-hour coverage",person-day,"6""",Standby,,,2,1477.88,2955.76,DDR-037-20250509
MDS-00355-011,MDS-00355,11,09-May-2025,NGP-BD-037,DD-102,"Directional coordinator, office based",day,"6""",Standby,,,1,948.60,948.60,DDR-037-20250509
MDS-00355-012,MDS-00355,12,09-May-2025,NGP-BD-037,DD-110,Positive displacement motor rental,day,"6""",Standby,,,1,708.88,708.88,DDR-037-20250509
MDS-00355-013,MDS-00355,13,09-May-2025,NGP-BD-037,HC-620,Drilling jar rental,day,"6""",Standby,,,1,278.19,278.19,DDR-037-20250509
MDS-00355-014,MDS-00355,14,09-May-2025,NGP-BD-037,LW-401,LWD engineer,person-day,"6""",Standby,,,1,1518.76,1518.76,DDR-037-20250509
MDS-00355-015,MDS-00355,15,09-May-2025,NGP-BD-037,MW-301,MWD engineer,person-day,"6""",Standby,,,2,1317.24,2634.48,DDR-037-20250509
MDS-00355-016,MDS-00355,16,09-May-2025,NGP-BD-037,MW-310,MWD directional and gamma tool,day,"6""",Standby,,,1,1157.74,1157.74,DDR-037-20250509
MDS-00355-017,MDS-00355,17,09-May-2025,NGP-BD-037,MW-330,Real-time data transmission,day,"6""",Standby,,,1,309.75,309.75,DDR-037-20250509
MDS-00355-018,MDS-00355,18,10-May-2025,NGP-BD-037,DD-101,"Directional driller, 24-hour coverage",person-day,"6""",Operating,,,2,1847.35,3694.70,DDR-037-20250510
